http://www.chinanews.com/ty/2014/07-17/6399000.shtml,1
http://www.chinanews.com/shipin/cnstv/2014/07-14/news459991.shtml,1
http://www.chinanews.com/news/2005/2005-12-13/8/664477.shtml,1
http://www.chinanews.com/jk/2011/08-23/3277708.shtml,2
http://www.chinanews.com/kong/2014/07-18/6399123.shtml,3
http://www.chinanews.com/shipin/2014/07-17/news461953.shtml,1
http://www.chinanews.com/gj/2014/07-18/6399136.shtml,1
http://www.chinanews.com/gj/2014/07-18/6399221.shtml,13
http://www.chinanews.com/gn/2014/07-16/6393775.shtml,5
http://www.chinanews.com/mil/2014/07-17/6394925.shtml,1
http://www.chinanews.com/shipin/2014/07-17/news461591.shtml,2
http://www.chinanews.com/mil/2014/07-18/6399784.shtml,1
http://www.chinanews.com/tp/hd2011/2014/07-18/377830.shtml,3
http://www.chinanews.com/gn/2014/07-18/6400139.shtml,1
http://www.chinanews.com/gj/2014/07-18/6400212.shtml,1
http://www.chinanews.com/ty/2014/07-17/6399012.shtml,2
http://www.chinanews.com/yl/2014/07-17/6398896.shtml,2
http://www.chinanews.com/news/2005/2005-08-23/26/615187.shtml,1
http://www.chinanews.com/gj/2014/07-18/6400659.shtml,3
http://www.chinanews.com/gn/2014/07-18/6400482.shtml,2
http://www.chinanews.com/yl/2014/07-17/6395259.shtml,1
http://www.chinanews.com/sh/2014/07-18/6400856.shtml,1
http://www.chinanews.com/yl/2014/07-15/6388635.shtml,2
http://www.chinanews.com/tp/hd2011/2014/07-18/378028.shtml,1
http://www.chinanews.com/sh/2013/11-27/5554125.shtml,1
http://www.chinanews.com/sh/2014/07-16/6392510.shtml,1
http://www.chinanews.com/mil/hd2011/2014/07-18/378099.shtml,1
http://www.chinanews.com/yl/2012/11-14/4328464_3.shtml,1
http://www.chinanews.com/gj/2014/07-18/6399158.shtml,1
http://www.chinanews.com/gn/2014/07-18/6402912.shtml,3
http://www.chinanews.com/sh/2014/07-18/6402794.shtml,1
http://www.chinanews.com/gn/2014/07-18/6402977.shtml,1
http://www.chinanews.com/shipin/2014/07-18/news462388.shtml,1
http://www.chinanews.com/ty/2013/07-19/5063200.shtml,1
http://www.chinanews.com/tw/2014/07-18/6401404.shtml,1
http://www.chinanews.com/tw/2014/07-18/6399893.shtml,1
http://www.chinanews.com/gn/2014/07-18/6403287.shtml,1
http://www.chinanews.com/shipin/m/rd/rd-sh/views.shtml,1
http://www.chinanews.com/yl/2014/07-18/6400736.shtml,1
http://www.chinanews.com/ty/2013/02-22/4588178.shtml,1
http://www.chinanews.com/yl/2014/07-18/6403179.shtml,1
http://www.chinanews.com/yl/2014/07-18/6402418.shtml,1
http://www.chinanews.com/gj/2014/07-18/6399088.shtml,3
http://www.chinanews.com/gn/2013/08-23/5200923.shtml,1
http://www.chinanews.com/gn/2014/07-17/6398897.shtml,2
http://www.chinanews.com/kong/2014/07-18/6399089.shtml,1
http://www.chinanews.com/fz/2013/01-07/4466101.shtml,1
http://www.chinanews.com/gj/2014/07-17/6396000.shtml,1
http://www.chinanews.com/gn/2014/07-16/6394131.shtml,2
http://www.chinanews.com/tp/hd2011/2014/07-16/376566.shtml,1
http://www.chinanews.com/gn/2013/03-06/4619329.shtml,1
http://www.chinanews.com/mil/2014/07-15/6386753.shtml,1
http://www.chinanews.com/ty/2014/07-17/6395543.shtml,1
http://www.chinanews.com/sh/2014/05-19/6183090.shtml,1
http://www.chinanews.com/ty/2014/07-18/6400271.shtml,1
http://www.chinanews.com/hwjy/news/2010/03-31/2200961.shtml,1
http://www.chinanews.com/yl/dyzx/news/2007/08-27/1011114.shtml,1
http://www.chinanews.com/gn/2014/07-18/6401586.shtml,1
http://www.chinanews.com/fz/2014/07-18/6401996.shtml,1
http://www.chinanews.com/yl/2014/07-18/6401848.shtml,1
http://www.chinanews.com/yl/2014/07-18/6399543.shtml,1
http://www.chinanews.com/yl/2012/11-14/4328464_4.shtml,1
http://www.chinanews.com/gn/2014/07-18/6402877.shtml,3
http://www.chinanews.com/df/2011/09-24/3351293.shtml,1
http://www.chinanews.com/shipin/2014/07-18/news462585.shtml,2
http://www.chinanews.com/fz/2013/07-28/5092887.shtml,1
http://www.chinanews.com/shipin/2014/07-18/news462153.shtml,1
http://www.chinanews.com/gn/2014/07-18/6403050.shtml,1
http://www.chinanews.com/ty/2014/07-18/6403060.shtml,1
http://www.chinanews.com/gn/2014/07-18/6402950.shtml,1
http://www.chinanews.com/fz/2014/07-18/6403123.shtml,1
http://www.chinanews.com/gn/2014/07-17/6398189.shtml,1
http://www.chinanews.com/gj/2014/07-18/6403273.shtml,3
http://www.chinanews.com/sh/2014/07-18/6399492.shtml,1
http://www.chinanews.com/life/2014/07-10/6371035.shtml,1
http://www.chinanews.com/gn/2014/07-18/6402946.shtml,1
http://www.chinanews.com/tp/hd2011/2014/07-18/378295.shtml,3
http://www.chinanews.com/fz/2012/09-10/4172919.shtml,1
http://www.chinanews.com/ty/2014/07-14/6381136.shtml,1
http://www.chinanews.com/gj/2014/07-17/6399083.shtml,1
http://www.chinanews.com/tp/hd2011/2014/07-18/377783.shtml,1
http://www.chinanews.com/gj/2010/12-17/2729156.shtml,1
http://www.chinanews.com/gj/2014/07-18/6399151.shtml,1
http://www.chinanews.com/tp/hd2011/2014/07-17/377754.shtml,4
http://www.chinanews.com/gn/2014/07-18/6399209.shtml,1
http://www.chinanews.com/yl/2014/07-17/6397944.shtml,1
http://www.chinanews.com/gj/2014/07-18/6399175.shtml,2
http://www.chinanews.com/gn/2014/07-18/6399338.shtml,2
http://www.chinanews.com/mil/2014/07-11/6378520.shtml,1
http://www.chinanews.com/gj/2014/07-18/6399375.shtml,1
http://www.chinanews.com/tp/hd2011/2014/07-17/377702.shtml,2
http://www.chinanews.com/shipin/cnstv/2014/07-11/news458777.shtml,5
http://www.chinanews.com/fz/2014/07-17/6396569.shtml,1
http://www.chinanews.com/tp/hd2011/2014/07-17/377698.shtml,1
http://www.chinanews.com/tp/hd2011/2014/07-17/377472.shtml,1
http://www.chinanews.com/sh/2014/07-17/6396567.shtml,1
http://www.chinanews.com/entertainment/index.shtml,1
http://www.chinanews.com/gn/2014/07-18/6400264.shtml,2
http://www.chinanews.com/shipin/2014/07-17/news461710.shtml,1
http://www.chinanews.com/shipin/cnstv/2014/07-16/news461093.shtml,2
http://www.chinanews.com/mil/2013/04-19/4746847.shtml,1
http://www.chinanews.com/mil/2014/07-18/6401282.shtml,2
http://www.chinanews.com/cul/2014/07-17/6398969.shtml,3
http://www.chinanews.com/shipin/2014/07-18/news462361.shtml,2
http://www.chinanews.com/sh/2014/07-18/6399800.shtml,1
http://www.chinanews.com/shipin/2014/07-18/news462328.shtml,1
http://www.chinanews.com/shipin/2014/07-18/news462421.shtml,1
http://www.chinanews.com/shipin/m/rd/views.shtml,2
http://www.chinanews.com/gn/2014/07-18/6399192.shtml,1
http://www.chinanews.com/tp/2014/07-18/6401765.shtml,1
http://www.chinanews.com/gn/2014/07-18/6402675.shtml,1
http://www.chinanews.com/yl/2014/07-18/6402907.shtml,3
http://www.chinanews.com/sh/2014/07-18/6401977.shtml,1
http://www.chinanews.com/gn/2014/07-18/6403023.shtml,3
http://www.chinanews.com/gn/2014/07-18/6403121.shtml,1
http://www.chinanews.com/gn/2014/07-18/6403133.shtml,1
http://www.chinanews.com/gj/2014/07-18/6401210.shtml,2
http://www.chinanews.com/gj/2014/07-18/6403229.shtml,1
http://www.chinanews.com/gn/2014/07-18/6403213.shtml,5
http://www.chinanews.com/yl/2014/07-15/6388397.shtml,1
http://www.chinanews.com/yl/2014/07-18/6402983.shtml,1
http://www.chinanews.com/tw/2014/07-18/6400440.shtml,1
http://www.chinanews.com/gn/2014/07-18/6403282.shtml,1
http://www.chinanews.com/yl/2014/07-18/6401274.shtml,1
http://www.chinanews.com/jk/2012/06-26/3986320.shtml,1
http://www.chinanews.com/gj/2014/07-17/6397965.shtml,1
http://www.chinanews.com/gj/2014/07-18/6399093.shtml,2
http://www.chinanews.com/gj/2014/07-17/6399087.shtml,13
http://www.chinanews.com/shipin/2014/07-16/news461348.shtml,1
